"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_encode[False]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestCreate","test_vllm_worker_factory","",""
"Decode-only non-Qwen with prefill_result but no embedding_params -> proceeds.

        Non-Qwen models don't need embedding_params — the KV cache from
        prefill already contains the vision context.
        ","2","test_decode_only_non_qwen_proceeds_without_embedding_params","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestDecodeWorkerMultimodalBranching","test_vllm_worker_handler","",""
"","1","test_update_state_plans_load_for_cached","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-09","passed","2026-04-09","TestSchedulerSideLRU","test_vllm_multimodal_embedding_cache_connector","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_enabled-worker_failure-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"Test SGLang deployment scenarios using common helpers","239893","test_sglang_deployment[completions_only-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_sglang","",""
"Test that media storage fields can be overridden.","0","test_custom_media_storage","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestDiffusionConfig","test_trtllm_video_diffusion","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_disabled-worker_failure-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"No-cache path: DisaggregatedParams passed as ep_params.","3","test_disaggregated_params_passed_to_generate_locally","components.src.dynamo.trtllm.tests.request_handlers","2026-04-09","passed","2026-04-09","TestAggregatedHandlerGenerate","test_trtllm_aggregated_handler","",""
"","1","test_extracts_from_model_outputs_key","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestAudioFormatterExtractTensor","test_output_formatter","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_enabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Keys are not transformed — hyphens, underscores, mixed case all pass through.","0","test_keys_preserved_as_is","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"","1","test_delta_text","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestTextFormatter","test_output_formatter","",""
"","1","test_region_treats_model_weights_as_weights","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_sglang_memory_saver","",""
"","1","test_rejects_link_local_v6","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestIsRoutable","test_vllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_disabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"","71720","test_vllm_indexers_sync[nats_core]","tests.router","2026-04-09","passed","2026-04-09","","test_router_e2e_with_vllm","",""
"Test that various value ranges are preserved with float32 precision.","1","test_embedding_value_ranges_preserved[zeros]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"Regression: final chunk contains reasoning end + tool call + finish.

    When </think>, <tool_call>... </tool_call>, and finish_reason=stop arrive
    in one CompletionOutput, the tool call must still be emitted.
    ","0","test_stream_interval_20_reasoning_and_tool_finish_same_chunk","tests.frontend","2026-04-09","passed","2026-04-09","","test_prepost","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","51315","test_request_migration_sglang_aggregated[migration_enabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_sglang","",""
"","0","test_rejects_unspecified","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestIsRoutable","test_vllm_unit","",""
"Final stage output should be deserialized and passed to OutputFormatter.","1","test_generate_delegates_formatting_to_output_formatter","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_router","",""
"","86","test_unsupported_args_get_pruned_for_autodeploy[engine_args7-True]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_disabled-worker_failure-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"Test that missing server URL raises ValueError for mx load formats.","5","test_model_express_url_missing_raises[mx-target]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_passes_snapshot_engine","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestCreate","test_vllm_worker_factory","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","59324","test_serve_deployment[multimodal_p_d_qwen]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","0","test_serve_deployment[aggregated_lmcache]","tests.serve","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"Verify KVBM wheel exists in vLLM image.","11","test_kvbm_wheel_exists_vllm","tests.dependencies","2026-04-09","passed","2026-04-09","","test_kvbm_imports","",""
"Test that various value ranges are preserved with float32 precision.","1","test_embedding_value_ranges_preserved[precise]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"No cache: returns DisaggregatedParams directly, request updated with metadata.","1","test_no_cache_returns_disaggregated_params","components.src.dynamo.trtllm.tests.multimodal","2026-04-09","passed","2026-04-09","TestFetchEmbeddingsFromEncoder","test_trtllm_embedding_fetcher","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_disabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"","0","test_unsupported_format_falls_back_to_wav","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestAudioFormatterEncode","test_output_formatter","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-worker_failure-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"Test that various value ranges are preserved with float32 precision.","0","test_embedding_value_ranges_preserved[mixed]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","29899","test_serve_deployment[guided_decoding]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"","0","test_negative_int","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestInferType","test_dynamic_flags","",""
"Regression: everything arrives in a single CompletionOutput.

    The closing </think>, the full <tool_call>…</tool_call>, and
    finish_reason=""stop"" are all packed into one chunk.  This exercises
    the terminal single-chunk buffer-drain path in the post-processor.
    ","1","test_stream_terminal_single_chunk","tests.frontend","2026-04-09","passed","2026-04-09","","test_prepost","",""
